section,sku_id,name,price_rub,image_path,image_url,source_url,appetite_score_data,image_quality_score,food_styling_score,expert_diagnosis,expert_shot_plan,expert_styling_plan,expert_post_plan,expert_full_comment
hot,hot-001,Шашлык из куриного филе,1500.0,artifacts/sku-audit/images/hot/hot-001.jpg,https://363363.ru/images/recept-shashlik-iz-kuricy31.jpg?crc=4126558266,https://363363.ru/hot,7.2,7.36,7.0,"Текущий кадр в целом рабочий, но потенциал роста есть в подаче и съёмочном сценарии.","Для горячего мяса нужен боковой тёплый свет, чтобы показать корочку, сок и текстуру обжарки.","Подложка должна быть нейтральной и тёплой; добавьте минимальный гарнир, чтобы подчеркнуть порцию, а не отвлекать.","Постобработка: держите естественную цветокоррекцию без агрессивных фильтров. Кадрируйте так, чтобы блюдо занимало 70–80% площади превью.","Визуал понятный, но эмоция вкуса сейчас передана слабо. Текущий кадр в целом рабочий, но потенциал роста есть в подаче и съёмочном сценарии. Как переснять: Для горячего мяса нужен боковой тёплый свет, чтобы показать корочку, сок и текстуру обжарки. Стилизация: Подложка должна быть нейтральной и тёплой; добавьте минимальный гарнир, чтобы подчеркнуть порцию, а не отвлекать. Постобработка: держите естественную цветокоррекцию без агрессивных фильтров. Кадрируйте так, чтобы блюдо занимало 70–80% площади превью."
hot,hot-002,Шашлык из свинины с овощами,1900.0,artifacts/sku-audit/images/hot/hot-002.jpg,https://363363.ru/images/b81e03-c47df456b38b4a8b9c4879770f944e73-600x399-crop-u17617.jpg?crc=451295926,https://363363.ru/hot,7.29,7.53,7.0,"Текущий кадр в целом рабочий, но потенциал роста есть в подаче и съёмочном сценарии.","Для горячего мяса нужен боковой тёплый свет, чтобы показать корочку, сок и текстуру обжарки.","Подложка должна быть нейтральной и тёплой; добавьте минимальный гарнир, чтобы подчеркнуть порцию, а не отвлекать.","Постобработка: держите естественную цветокоррекцию без агрессивных фильтров. Кадрируйте так, чтобы блюдо занимало 70–80% площади превью.","Фото информативное, но по аппетитности оно не дотягивает до продающего уровня. Текущий кадр в целом рабочий, но потенциал роста есть в подаче и съёмочном сценарии. Как переснять: Для горячего мяса нужен боковой тёплый свет, чтобы показать корочку, сок и текстуру обжарки. Стилизация: Подложка должна быть нейтральной и тёплой; добавьте минимальный гарнир, чтобы подчеркнуть порцию, а не отвлекать. Постобработка: держите естественную цветокоррекцию без агрессивных фильтров. Кадрируйте так, чтобы блюдо занимало 70–80% площади превью."
hot,hot-003,Шашлык из семги,2700.0,artifacts/sku-audit/images/hot/hot-003.jpg,https://363363.ru/images/1434147740_shashlyk-iz-semgi-5.jpg?crc=503596528,https://363363.ru/hot,6.65,7.16,6.02,"Текущий кадр в целом рабочий, но потенциал роста есть в подаче и съёмочном сценарии.","Для горячего мяса нужен боковой тёплый свет, чтобы показать корочку, сок и текстуру обжарки.","Подложка должна быть нейтральной и тёплой; добавьте минимальный гарнир, чтобы подчеркнуть порцию, а не отвлекать.","Постобработка: держите естественную цветокоррекцию без агрессивных фильтров. Кадрируйте так, чтобы блюдо занимало 70–80% площади превью.","Карточка рабочая, но ей не хватает фуд-акцента, который запускает добавление в корзину. Текущий кадр в целом рабочий, но потенциал роста есть в подаче и съёмочном сценарии. Как переснять: Для горячего мяса нужен боковой тёплый свет, чтобы показать корочку, сок и текстуру обжарки. Стилизация: Подложка должна быть нейтральной и тёплой; добавьте минимальный гарнир, чтобы подчеркнуть порцию, а не отвлекать. Постобработка: держите естественную цветокоррекцию без агрессивных фильтров. Кадрируйте так, чтобы блюдо занимало 70–80% площади превью."
hot,hot-004,Свинина запеченная с помидорами,1500.0,artifacts/sku-audit/images/hot/hot-004.jpg,https://363363.ru/images/svinina-v-multivarke-3.jpg?crc=259499326,https://363363.ru/hot,6.44,6.58,6.27,"Сейчас видно, что это фото дублируется в других SKU, уникальность карточки падает.","Для горячего мяса нужен боковой тёплый свет, чтобы показать корочку, сок и текстуру обжарки.","Подложка должна быть нейтральной и тёплой; добавьте минимальный гарнир, чтобы подчеркнуть порцию, а не отвлекать.","Постобработка: держите естественную цветокоррекцию без агрессивных фильтров. Кадрируйте так, чтобы блюдо занимало 70–80% площади превью.","Визуал понятный, но эмоция вкуса сейчас передана слабо. Сейчас видно, что это фото дублируется в других SKU, уникальность карточки падает. Как переснять: Для горячего мяса нужен боковой тёплый свет, чтобы показать корочку, сок и текстуру обжарки. Стилизация: Подложка должна быть нейтральной и тёплой; добавьте минимальный гарнир, чтобы подчеркнуть порцию, а не отвлекать. Постобработка: держите естественную цветокоррекцию без агрессивных фильтров. Кадрируйте так, чтобы блюдо занимало 70–80% площади превью."
hot,hot-005,Свинина запеченная с опятами,1500.0,artifacts/sku-audit/images/hot/hot-005.jpg,https://363363.ru/images/41a6fd888a2d9c47345937a583ac7d20_20712.jpg?crc=60654276,https://363363.ru/hot,5.63,5.97,5.22,"Текущий кадр в целом рабочий, но потенциал роста есть в подаче и съёмочном сценарии.","Для горячего мяса нужен боковой тёплый свет, чтобы показать корочку, сок и текстуру обжарки.","Подложка должна быть нейтральной и тёплой; добавьте минимальный гарнир, чтобы подчеркнуть порцию, а не отвлекать.","Постобработка: слегка опустите экспозицию (-0.2..-0.4 EV). Кадрируйте так, чтобы блюдо занимало 70–80% площади превью.","Визуал понятный, но эмоция вкуса сейчас передана слабо. Текущий кадр в целом рабочий, но потенциал роста есть в подаче и съёмочном сценарии. Как переснять: Для горячего мяса нужен боковой тёплый свет, чтобы показать корочку, сок и текстуру обжарки. Стилизация: Подложка должна быть нейтральной и тёплой; добавьте минимальный гарнир, чтобы подчеркнуть порцию, а не отвлекать. Постобработка: слегка опустите экспозицию (-0.2..-0.4 EV). Кадрируйте так, чтобы блюдо занимало 70–80% площади превью."
hot,hot-006,Свинина запеченная с болгарским перцем,1500.0,artifacts/sku-audit/images/hot/hot-006.jpg,https://363363.ru/images/svinina-v-multivarke-3.jpg?crc=259499326,https://363363.ru/hot,6.44,6.58,6.27,"Сейчас видно, что это фото дублируется в других SKU, уникальность карточки падает.","Для горячего мяса нужен боковой тёплый свет, чтобы показать корочку, сок и текстуру обжарки.","Подложка должна быть нейтральной и тёплой; добавьте минимальный гарнир, чтобы подчеркнуть порцию, а не отвлекать.","Постобработка: держите естественную цветокоррекцию без агрессивных фильтров. Кадрируйте так, чтобы блюдо занимало 70–80% площади превью.","Сейчас карточка выглядит аккуратно, но не вызывает мгновенного «хочу съесть». Сейчас видно, что это фото дублируется в других SKU, уникальность карточки падает. Как переснять: Для горячего мяса нужен боковой тёплый свет, чтобы показать корочку, сок и текстуру обжарки. Стилизация: Подложка должна быть нейтральной и тёплой; добавьте минимальный гарнир, чтобы подчеркнуть порцию, а не отвлекать. Постобработка: держите естественную цветокоррекцию без агрессивных фильтров. Кадрируйте так, чтобы блюдо занимало 70–80% площади превью."
hot,hot-007,Отбивная из курицы с шампиньонами,1400.0,artifacts/sku-audit/images/hot/hot-007.jpg,https://363363.ru/images/kurinaja-otbivnaja.jpg?crc=175871323,https://363363.ru/hot,5.39,5.5,5.25,"Текущий кадр в целом рабочий, но потенциал роста есть в подаче и съёмочном сценарии.","Для горячего мяса нужен боковой тёплый свет, чтобы показать корочку, сок и текстуру обжарки.","Подложка должна быть нейтральной и тёплой; добавьте минимальный гарнир, чтобы подчеркнуть порцию, а не отвлекать.","Постобработка: держите естественную цветокоррекцию без агрессивных фильтров. Кадрируйте так, чтобы блюдо занимало 70–80% площади превью.","Визуал понятный, но эмоция вкуса сейчас передана слабо. Текущий кадр в целом рабочий, но потенциал роста есть в подаче и съёмочном сценарии. Как переснять: Для горячего мяса нужен боковой тёплый свет, чтобы показать корочку, сок и текстуру обжарки. Стилизация: Подложка должна быть нейтральной и тёплой; добавьте минимальный гарнир, чтобы подчеркнуть порцию, а не отвлекать. Постобработка: держите естественную цветокоррекцию без агрессивных фильтров. Кадрируйте так, чтобы блюдо занимало 70–80% площади превью."
hot,hot-008,Отбивная нежность из курицы,1400.0,artifacts/sku-audit/images/hot/hot-008.jpg,https://363363.ru/images/kurinie_otbivnie_pod_shuboi-168662.jpg?crc=3935866727,https://363363.ru/hot,6.18,5.86,6.57,"Текущий кадр в целом рабочий, но потенциал роста есть в подаче и съёмочном сценарии.","Для горячего мяса нужен боковой тёплый свет, чтобы показать корочку, сок и текстуру обжарки.","Подложка должна быть нейтральной и тёплой; добавьте минимальный гарнир, чтобы подчеркнуть порцию, а не отвлекать.","Постобработка: держите естественную цветокоррекцию без агрессивных фильтров. Кадрируйте так, чтобы блюдо занимало 70–80% площади превью.","Фото информативное, но по аппетитности оно не дотягивает до продающего уровня. Текущий кадр в целом рабочий, но потенциал роста есть в подаче и съёмочном сценарии. Как переснять: Для горячего мяса нужен боковой тёплый свет, чтобы показать корочку, сок и текстуру обжарки. Стилизация: Подложка должна быть нейтральной и тёплой; добавьте минимальный гарнир, чтобы подчеркнуть порцию, а не отвлекать. Постобработка: держите естественную цветокоррекцию без агрессивных фильтров. Кадрируйте так, чтобы блюдо занимало 70–80% площади превью."
hot,hot-009,Картофель по-деревенски,600.0,artifacts/sku-audit/images/hot/hot-009.jpg,https://363363.ru/images/1451248525_kartofelnye-dolki-po-derevenski.jpg?crc=391273178,https://363363.ru/hot,6.99,6.3,7.83,"Текущий кадр в целом рабочий, но потенциал роста есть в подаче и съёмочном сценарии.","Для горячего мяса нужен боковой тёплый свет, чтобы показать корочку, сок и текстуру обжарки.","Подложка должна быть нейтральной и тёплой; добавьте минимальный гарнир, чтобы подчеркнуть порцию, а не отвлекать.","Постобработка: держите естественную цветокоррекцию без агрессивных фильтров. Кадрируйте так, чтобы блюдо занимало 70–80% площади превью.","Карточка рабочая, но ей не хватает фуд-акцента, который запускает добавление в корзину. Текущий кадр в целом рабочий, но потенциал роста есть в подаче и съёмочном сценарии. Как переснять: Для горячего мяса нужен боковой тёплый свет, чтобы показать корочку, сок и текстуру обжарки. Стилизация: Подложка должна быть нейтральной и тёплой; добавьте минимальный гарнир, чтобы подчеркнуть порцию, а не отвлекать. Постобработка: держите естественную цветокоррекцию без агрессивных фильтров. Кадрируйте так, чтобы блюдо занимало 70–80% площади превью."
hot,hot-010,Картофель запеченный под сыром с грибами,850.0,artifacts/sku-audit/images/hot/hot-010.jpg,https://363363.ru/images/kartofel_s_gribami_i_sirom-crop-u18921.jpg?crc=4219340121,https://363363.ru/hot,5.65,4.71,6.8,"Текущий кадр в целом рабочий, но потенциал роста есть в подаче и съёмочном сценарии.","Для горячего мяса нужен боковой тёплый свет, чтобы показать корочку, сок и текстуру обжарки.","Подложка должна быть нейтральной и тёплой; добавьте минимальный гарнир, чтобы подчеркнуть порцию, а не отвлекать.","Постобработка: держите естественную цветокоррекцию без агрессивных фильтров. Кадрируйте так, чтобы блюдо занимало 70–80% площади превью.","Кадр читается, однако в текущем виде блюдо проигрывает конкурентам в выдаче. Текущий кадр в целом рабочий, но потенциал роста есть в подаче и съёмочном сценарии. Как переснять: Для горячего мяса нужен боковой тёплый свет, чтобы показать корочку, сок и текстуру обжарки. Стилизация: Подложка должна быть нейтральной и тёплой; добавьте минимальный гарнир, чтобы подчеркнуть порцию, а не отвлекать. Постобработка: держите естественную цветокоррекцию без агрессивных фильтров. Кадрируйте так, чтобы блюдо занимало 70–80% площади превью."
hot,hot-011,Рис с овощами по-испански,420.0,artifacts/sku-audit/images/hot/hot-011.jpg,https://363363.ru/images/ris-s-ovoschami-v-multivarke.jpg?crc=315438175,https://363363.ru/hot,6.28,5.83,6.82,"Сейчас видно, что кадр заметно затемнен, детали блюда читаются хуже.","Для горячего мяса нужен боковой тёплый свет, чтобы показать корочку, сок и текстуру обжарки.","Подложка должна быть нейтральной и тёплой; добавьте минимальный гарнир, чтобы подчеркнуть порцию, а не отвлекать.","Постобработка: держите естественную цветокоррекцию без агрессивных фильтров. Кадрируйте так, чтобы блюдо занимало 70–80% площади превью.","Сейчас карточка выглядит аккуратно, но не вызывает мгновенного «хочу съесть». Сейчас видно, что кадр заметно затемнен, детали блюда читаются хуже. Как переснять: Для горячего мяса нужен боковой тёплый свет, чтобы показать корочку, сок и текстуру обжарки. Стилизация: Подложка должна быть нейтральной и тёплой; добавьте минимальный гарнир, чтобы подчеркнуть порцию, а не отвлекать. Постобработка: держите естественную цветокоррекцию без агрессивных фильтров. Кадрируйте так, чтобы блюдо занимало 70–80% площади превью."
hot,hot-012,Семга по-царски,2900.0,artifacts/sku-audit/images/hot/hot-012.jpg,https://363363.ru/images/%d1%81%d0%b5%d0%bc%d0%b3%d0%b0%20%d0%bf%d0%be%20%d1%86%d0%b0%d1%80%d1%81%d0%ba%d0%b8234.jpg?crc=3758212445,https://363363.ru/hot,6.23,5.84,6.71,"Текущий кадр в целом рабочий, но потенциал роста есть в подаче и съёмочном сценарии.",Для рыбы важно показать сочность среза: снимайте на уровне блюда и добавьте точку блеска на поверхности.,"Уберите лишний декор; оставьте 1–2 элемента (лимон/зелень), чтобы не спорить с цветом рыбы.","Постобработка: держите естественную цветокоррекцию без агрессивных фильтров. Кадрируйте так, чтобы блюдо занимало 70–80% площади превью.","Карточка рабочая, но ей не хватает фуд-акцента, который запускает добавление в корзину. Текущий кадр в целом рабочий, но потенциал роста есть в подаче и съёмочном сценарии. Как переснять: Для рыбы важно показать сочность среза: снимайте на уровне блюда и добавьте точку блеска на поверхности. Стилизация: Уберите лишний декор; оставьте 1–2 элемента (лимон/зелень), чтобы не спорить с цветом рыбы. Постобработка: держите естественную цветокоррекцию без агрессивных фильтров. Кадрируйте так, чтобы блюдо занимало 70–80% площади превью."
hot,hot-013,Голень индейки запеченная,990.0,artifacts/sku-audit/images/hot/hot-013.jpg,https://363363.ru/images/dsc_5531.jpg?crc=211479739,https://363363.ru/hot,7.83,8.42,7.1,"Текущий кадр в целом рабочий, но потенциал роста есть в подаче и съёмочном сценарии.","Для горячего мяса нужен боковой тёплый свет, чтобы показать корочку, сок и текстуру обжарки.","Подложка должна быть нейтральной и тёплой; добавьте минимальный гарнир, чтобы подчеркнуть порцию, а не отвлекать.","Постобработка: держите естественную цветокоррекцию без агрессивных фильтров. Кадрируйте так, чтобы блюдо занимало 70–80% площади превью.","Кадр читается, однако в текущем виде блюдо проигрывает конкурентам в выдаче. Текущий кадр в целом рабочий, но потенциал роста есть в подаче и съёмочном сценарии. Как переснять: Для горячего мяса нужен боковой тёплый свет, чтобы показать корочку, сок и текстуру обжарки. Стилизация: Подложка должна быть нейтральной и тёплой; добавьте минимальный гарнир, чтобы подчеркнуть порцию, а не отвлекать. Постобработка: держите естественную цветокоррекцию без агрессивных фильтров. Кадрируйте так, чтобы блюдо занимало 70–80% площади превью."
hot,hot-014,Рулька свиная запеченная,900.0,artifacts/sku-audit/images/hot/hot-014.jpg,https://363363.ru/images/maxresdefault.jpg?crc=3918301056,https://363363.ru/hot,6.72,6.79,6.63,"Текущий кадр в целом рабочий, но потенциал роста есть в подаче и съёмочном сценарии.","Для горячего мяса нужен боковой тёплый свет, чтобы показать корочку, сок и текстуру обжарки.","Подложка должна быть нейтральной и тёплой; добавьте минимальный гарнир, чтобы подчеркнуть порцию, а не отвлекать.","Постобработка: держите естественную цветокоррекцию без агрессивных фильтров. Кадрируйте так, чтобы блюдо занимало 70–80% площади превью.","Визуал понятный, но эмоция вкуса сейчас передана слабо. Текущий кадр в целом рабочий, но потенциал роста есть в подаче и съёмочном сценарии. Как переснять: Для горячего мяса нужен боковой тёплый свет, чтобы показать корочку, сок и текстуру обжарки. Стилизация: Подложка должна быть нейтральной и тёплой; добавьте минимальный гарнир, чтобы подчеркнуть порцию, а не отвлекать. Постобработка: держите естественную цветокоррекцию без агрессивных фильтров. Кадрируйте так, чтобы блюдо занимало 70–80% площади превью."
hot,hot-015,Сотэ из баклажанов,1100.0,artifacts/sku-audit/images/hot/hot-015.jpg,https://363363.ru/images/sote-iz-baklazhanov-recept-sote-iz-baklazhanov-s-foto.jpg?crc=111185878,https://363363.ru/hot,7.82,7.51,8.2,"Сейчас видно, что цвет перенасыщен, картинка кажется неестественной.","Для горячего мяса нужен боковой тёплый свет, чтобы показать корочку, сок и текстуру обжарки.","Подложка должна быть нейтральной и тёплой; добавьте минимальный гарнир, чтобы подчеркнуть порцию, а не отвлекать.","Постобработка: поднимите экспозицию и локальные тени. Кадрируйте так, чтобы блюдо занимало 70–80% площади превью.","Визуал понятный, но эмоция вкуса сейчас передана слабо. Сейчас видно, что цвет перенасыщен, картинка кажется неестественной. Как переснять: Для горячего мяса нужен боковой тёплый свет, чтобы показать корочку, сок и текстуру обжарки. Стилизация: Подложка должна быть нейтральной и тёплой; добавьте минимальный гарнир, чтобы подчеркнуть порцию, а не отвлекать. Постобработка: поднимите экспозицию и локальные тени. Кадрируйте так, чтобы блюдо занимало 70–80% площади превью."
hot,hot-016,Скумбрия по средиземноморски,1200.0,artifacts/sku-audit/images/hot/hot-016.png,https://363363.ru/images/599559955995.png?crc=395748506,https://363363.ru/hot,6.24,6.46,5.96,"Текущий кадр в целом рабочий, но потенциал роста есть в подаче и съёмочном сценарии.","Для напитков снимайте не упаковку, а напиток в подаче: стакан, лед, капли конденсата, свежий ингредиент рядом.","Сцена должна быть «живая»: напиток в бокале + ингредиент + текстура поверхности, а не каталог упаковки.","Постобработка: держите естественную цветокоррекцию без агрессивных фильтров. Кадрируйте так, чтобы блюдо занимало 70–80% площади превью.","Сейчас карточка выглядит аккуратно, но не вызывает мгновенного «хочу съесть». Текущий кадр в целом рабочий, но потенциал роста есть в подаче и съёмочном сценарии. Как переснять: Для напитков снимайте не упаковку, а напиток в подаче: стакан, лед, капли конденсата, свежий ингредиент рядом. Стилизация: Сцена должна быть «живая»: напиток в бокале + ингредиент + текстура поверхности, а не каталог упаковки. Постобработка: держите естественную цветокоррекцию без агрессивных фильтров. Кадрируйте так, чтобы блюдо занимало 70–80% площади превью."
hot,hot-017,Картофель отварной с зеленью,600.0,artifacts/sku-audit/images/hot/hot-017.jpg,https://363363.ru/images/varenaya_kartoshka_s_zeleniu-189008.jpg?crc=4008126318,https://363363.ru/hot,5.8,3.37,8.78,"Сейчас видно, что цвет перенасыщен, картинка кажется неестественной.","Для горячего мяса нужен боковой тёплый свет, чтобы показать корочку, сок и текстуру обжарки.","Подложка должна быть нейтральной и тёплой; добавьте минимальный гарнир, чтобы подчеркнуть порцию, а не отвлекать.","Постобработка: держите естественную цветокоррекцию без агрессивных фильтров. Кадрируйте так, чтобы блюдо занимало 70–80% площади превью.","Кадр читается, однако в текущем виде блюдо проигрывает конкурентам в выдаче. Сейчас видно, что цвет перенасыщен, картинка кажется неестественной. Как переснять: Для горячего мяса нужен боковой тёплый свет, чтобы показать корочку, сок и текстуру обжарки. Стилизация: Подложка должна быть нейтральной и тёплой; добавьте минимальный гарнир, чтобы подчеркнуть порцию, а не отвлекать. Постобработка: держите естественную цветокоррекцию без агрессивных фильтров. Кадрируйте так, чтобы блюдо занимало 70–80% площади превью."
hot,hot-018,Рулеты из свинины фаршированные шампиньонами,1700.0,artifacts/sku-audit/images/hot/hot-018.png,https://363363.ru/images/ruletiki-iz-govyadiny-s-gribami-300x216.png?crc=394399207,https://363363.ru/hot,6.81,6.0,7.81,"Сейчас видно, что цвет перенасыщен, картинка кажется неестественной.",Для закусок соберите ритм из 5–7 элементов в кадре и оставьте один «геройский» элемент в резком фокусе.,"Выровняйте геометрию подачи: одинаковые интервалы, чистые края тарелки, один цветовой акцент.","Постобработка: держите естественную цветокоррекцию без агрессивных фильтров. Кадрируйте так, чтобы блюдо занимало 70–80% площади превью.","Визуал понятный, но эмоция вкуса сейчас передана слабо. Сейчас видно, что цвет перенасыщен, картинка кажется неестественной. Как переснять: Для закусок соберите ритм из 5–7 элементов в кадре и оставьте один «геройский» элемент в резком фокусе. Стилизация: Выровняйте геометрию подачи: одинаковые интервалы, чистые края тарелки, один цветовой акцент. Постобработка: держите естественную цветокоррекцию без агрессивных фильтров. Кадрируйте так, чтобы блюдо занимало 70–80% площади превью."
hot,hot-019,Крылышки в медовом соусе во фритюре,1100.0,artifacts/sku-audit/images/hot/hot-019.jpg,https://363363.ru/images/krilishki-med-1.jpg?crc=3969700622,https://363363.ru/hot,7.82,6.99,8.84,"Сейчас видно, что цвет перенасыщен, картинка кажется неестественной.","Для горячего мяса нужен боковой тёплый свет, чтобы показать корочку, сок и текстуру обжарки.","Подложка должна быть нейтральной и тёплой; добавьте минимальный гарнир, чтобы подчеркнуть порцию, а не отвлекать.","Постобработка: держите естественную цветокоррекцию без агрессивных фильтров. Кадрируйте так, чтобы блюдо занимало 70–80% площади превью.","Сейчас карточка выглядит аккуратно, но не вызывает мгновенного «хочу съесть». Сейчас видно, что цвет перенасыщен, картинка кажется неестественной. Как переснять: Для горячего мяса нужен боковой тёплый свет, чтобы показать корочку, сок и текстуру обжарки. Стилизация: Подложка должна быть нейтральной и тёплой; добавьте минимальный гарнир, чтобы подчеркнуть порцию, а не отвлекать. Постобработка: держите естественную цветокоррекцию без агрессивных фильтров. Кадрируйте так, чтобы блюдо занимало 70–80% площади превью."
hot,hot-020,Голень в медовом соусе во фритюре,1100.0,artifacts/sku-audit/images/hot/hot-020.jpg,https://363363.ru/images/kurinie_nojki_v_panirovke-147450.jpg?crc=284729533,https://363363.ru/hot,6.15,5.67,6.74,"Текущий кадр в целом рабочий, но потенциал роста есть в подаче и съёмочном сценарии.","Для горячего мяса нужен боковой тёплый свет, чтобы показать корочку, сок и текстуру обжарки.","Подложка должна быть нейтральной и тёплой; добавьте минимальный гарнир, чтобы подчеркнуть порцию, а не отвлекать.","Постобработка: держите естественную цветокоррекцию без агрессивных фильтров. Кадрируйте так, чтобы блюдо занимало 70–80% площади превью.","Визуал понятный, но эмоция вкуса сейчас передана слабо. Текущий кадр в целом рабочий, но потенциал роста есть в подаче и съёмочном сценарии. Как переснять: Для горячего мяса нужен боковой тёплый свет, чтобы показать корочку, сок и текстуру обжарки. Стилизация: Подложка должна быть нейтральной и тёплой; добавьте минимальный гарнир, чтобы подчеркнуть порцию, а не отвлекать. Постобработка: держите естественную цветокоррекцию без агрессивных фильтров. Кадрируйте так, чтобы блюдо занимало 70–80% площади превью."
hot,hot-021,Вкусные рулетики из кабачков с курицей,,artifacts/sku-audit/images/hot/hot-021.jpg,https://363363.ru/images/88db3606da5154dfb50c797a0d3fbd21-crop-u50128.jpg?crc=3970518633,https://363363.ru/hot,4.95,4.18,5.89,"Сейчас видно, что в карточке нет цены, поэтому мотивация добавить в корзину снижается.","Для горячего мяса нужен боковой тёплый свет, чтобы показать корочку, сок и текстуру обжарки.","Подложка должна быть нейтральной и тёплой; добавьте минимальный гарнир, чтобы подчеркнуть порцию, а не отвлекать.","Постобработка: держите естественную цветокоррекцию без агрессивных фильтров. Кадрируйте так, чтобы блюдо занимало 70–80% площади превью.","Карточка рабочая, но ей не хватает фуд-акцента, который запускает добавление в корзину. Сейчас видно, что в карточке нет цены, поэтому мотивация добавить в корзину снижается. Как переснять: Для горячего мяса нужен боковой тёплый свет, чтобы показать корочку, сок и текстуру обжарки. Стилизация: Подложка должна быть нейтральной и тёплой; добавьте минимальный гарнир, чтобы подчеркнуть порцию, а не отвлекать. Постобработка: держите естественную цветокоррекцию без агрессивных фильтров. Кадрируйте так, чтобы блюдо занимало 70–80% площади превью."
hot,hot-022,Отбивная из курицы под ананасом,1400.0,artifacts/sku-audit/images/hot/hot-022.jpg,https://363363.ru/images/p0lpfnlhiso.jpg?crc=420564000,https://363363.ru/hot,5.66,5.09,6.35,"Текущий кадр в целом рабочий, но потенциал роста есть в подаче и съёмочном сценарии.","Для горячего мяса нужен боковой тёплый свет, чтобы показать корочку, сок и текстуру обжарки.","Подложка должна быть нейтральной и тёплой; добавьте минимальный гарнир, чтобы подчеркнуть порцию, а не отвлекать.","Постобработка: держите естественную цветокоррекцию без агрессивных фильтров. Кадрируйте так, чтобы блюдо занимало 70–80% площади превью.","Визуал понятный, но эмоция вкуса сейчас передана слабо. Текущий кадр в целом рабочий, но потенциал роста есть в подаче и съёмочном сценарии. Как переснять: Для горячего мяса нужен боковой тёплый свет, чтобы показать корочку, сок и текстуру обжарки. Стилизация: Подложка должна быть нейтральной и тёплой; добавьте минимальный гарнир, чтобы подчеркнуть порцию, а не отвлекать. Постобработка: держите естественную цветокоррекцию без агрессивных фильтров. Кадрируйте так, чтобы блюдо занимало 70–80% площади превью."
hot,hot-023,Рубленное мясо «Французи»,950.0,artifacts/sku-audit/images/hot/hot-023.jpg,https://363363.ru/images/rubmyaso23-crop-u45347.jpg?crc=4152744400,https://363363.ru/hot,5.99,5.93,6.07,"Текущий кадр в целом рабочий, но потенциал роста есть в подаче и съёмочном сценарии.","Для горячего мяса нужен боковой тёплый свет, чтобы показать корочку, сок и текстуру обжарки.","Подложка должна быть нейтральной и тёплой; добавьте минимальный гарнир, чтобы подчеркнуть порцию, а не отвлекать.","Постобработка: держите естественную цветокоррекцию без агрессивных фильтров. Кадрируйте так, чтобы блюдо занимало 70–80% площади превью.","Кадр читается, однако в текущем виде блюдо проигрывает конкурентам в выдаче. Текущий кадр в целом рабочий, но потенциал роста есть в подаче и съёмочном сценарии. Как переснять: Для горячего мяса нужен боковой тёплый свет, чтобы показать корочку, сок и текстуру обжарки. Стилизация: Подложка должна быть нейтральной и тёплой; добавьте минимальный гарнир, чтобы подчеркнуть порцию, а не отвлекать. Постобработка: держите естественную цветокоррекцию без агрессивных фильтров. Кадрируйте так, чтобы блюдо занимало 70–80% площади превью."
